shipping_id,order_id,shipping_date,shipping_provider,delivery_status
5820,5820,2023-03-06,DHL,Pending
5821,5821,2023-01-31,UPS,Delivered
5822,5822,2023-11-18,USPS,Out for Delivery
5823,5823,2022-08-24,Amazon Logistics,Returned
5824,5824,2022-07-01,Bluedart,Out for Delivery
5825,5825,2021-03-10,UPS,Processing
5826,5826,2024-06-22,DHL,Processing
5827,5827,2022-03-13,Bluedart,Out for Delivery
5828,5828,2024-01-29,USPS,Pending
5829,5829,2021-12-19,DHL,Pending
5830,5830,2021-10-07,Amazon Logistics,Shipped
5831,5831,2024-04-13,Amazon Logistics,Returned
5832,5832,2021-07-22,USPS,Processing
5833,5833,2024-01-21,UPS,Returned
5834,5834,2021-11-19,USPS,Pending
5835,5835,2021-05-24,Amazon Logistics,Processing
5836,5836,2021-04-24,FedEx,Returned
5837,5837,2023-06-03,Bluedart,Returned
5838,5838,2021-03-29,DHL,Delivered
5839,5839,2024-09-03,Bluedart,Shipped
5840,5840,2021-09-09,Amazon Logistics,Returned
5841,5841,2022-10-24,Bluedart,Shipped
5842,5842,2023-06-09,UPS,Shipped
5843,5843,2022-06-27,DHL,Delivered
5844,5844,2023-01-08,Bluedart,Processing
5845,5845,2022-04-15,USPS,Processing
5846,5846,2021-05-17,UPS,Delivered
5847,5847,2023-01-25,Amazon Logistics,Pending
5848,5848,2021-11-16,Amazon Logistics,Delivered
5849,5849,2023-04-12,DHL,Returned
5850,5850,2023-12-14,DHL,Out for Delivery
5851,5851,2023-07-27,DHL,Delivered
5852,5852,2023-07-14,USPS,Pending
5853,5853,2021-03-29,UPS,Pending
5854,5854,2023-01-16,Bluedart,Shipped
5855,5855,2024-06-21,FedEx,Pending
5856,5856,2023-01-14,UPS,Pending
5857,5857,2023-08-12,UPS,Returned
5858,5858,2022-09-24,FedEx,Out for Delivery
5859,5859,2023-12-08,Amazon Logistics,Returned
5860,5860,2021-05-31,Amazon Logistics,Out for Delivery
5861,5861,2021-01-24,USPS,Shipped
5862,5862,2021-02-22,UPS,Out for Delivery
5863,5863,2023-10-03,Amazon Logistics,Out for Delivery
5864,5864,2021-09-10,Amazon Logistics,Out for Delivery
5865,5865,2024-07-17,Bluedart,Processing
5866,5866,2022-06-24,Amazon Logistics,Shipped
5867,5867,2024-04-01,USPS,Returned
5868,5868,2021-07-07,FedEx,Returned
5869,5869,2023-09-13,Amazon Logistics,Delivered
5870,5870,2021-11-01,UPS,Delivered
5871,5871,2021-02-05,USPS,Delivered
5872,5872,2024-10-07,FedEx,Out for Delivery
5873,5873,2022-02-06,Bluedart,Shipped
5874,5874,2024-03-18,Bluedart,Out for Delivery
5875,5875,2022-01-30,DHL,Returned
5876,5876,2021-09-24,UPS,Processing
5877,5877,2022-03-01,DHL,Processing
5878,5878,2022-06-24,Amazon Logistics,Processing
5879,5879,2024-09-20,Bluedart,Pending
5880,5880,2024-09-18,DHL,Returned
5881,5881,2023-04-23,DHL,Delivered
5882,5882,2024-01-08,USPS,Returned
5883,5883,2024-11-02,UPS,Shipped
5884,5884,2023-09-27,UPS,Delivered
5885,5885,2021-01-24,FedEx,Returned
5886,5886,2024-08-31,FedEx,Delivered
5887,5887,2021-05-14,Amazon Logistics,Pending
5888,5888,2024-04-26,FedEx,Shipped
5889,5889,2023-08-23,USPS,Delivered
5890,5890,2022-05-12,Bluedart,Pending
5891,5891,2022-01-14,Amazon Logistics,Out for Delivery
5892,5892,2022-08-07,Bluedart,Processing
5893,5893,2023-09-14,DHL,Shipped
5894,5894,2021-07-31,UPS,Shipped
5895,5895,2022-02-19,FedEx,Pending
5896,5896,2023-04-29,FedEx,Returned
5897,5897,2024-03-20,DHL,Shipped
5898,5898,2024-05-07,UPS,Processing
5899,5899,2023-01-13,USPS,Processing
5900,5900,2024-02-12,Amazon Logistics,Shipped
5901,5901,2021-03-20,DHL,Delivered
5902,5902,2023-10-17,DHL,Returned
5903,5903,2021-05-19,Bluedart,Delivered
5904,5904,2024-10-26,Amazon Logistics,Returned
5905,5905,2021-11-19,Bluedart,Returned
5906,5906,2022-08-14,UPS,Shipped
5907,5907,2023-04-15,Bluedart,Delivered
5908,5908,2022-08-10,DHL,Out for Delivery
5909,5909,2021-12-19,USPS,Shipped
5910,5910,2022-04-02,UPS,Pending
5911,5911,2024-02-07,UPS,Shipped
5912,5912,2021-12-12,UPS,Processing
5913,5913,2021-01-21,UPS,Out for Delivery
5914,5914,2022-05-16,USPS,Pending
5915,5915,2022-08-07,UPS,Shipped
5916,5916,2021-08-22,FedEx,Delivered
5917,5917,2021-10-20,UPS,Out for Delivery
5918,5918,2023-03-14,FedEx,Delivered
5919,5919,2022-06-24,USPS,Shipped
5920,5920,2024-12-24,Bluedart,Delivered
5921,5921,2023-05-05,FedEx,Shipped
5922,5922,2022-06-07,Bluedart,Returned
5923,5923,2023-05-12,UPS,Out for Delivery
5924,5924,2023-07-12,USPS,Returned
5925,5925,2022-02-09,USPS,Delivered
5926,5926,2023-07-19,USPS,Processing
5927,5927,2024-05-06,FedEx,Processing
5928,5928,2023-01-03,Bluedart,Pending
5929,5929,2023-02-07,FedEx,Pending
5930,5930,2023-01-24,UPS,Pending
5931,5931,2021-04-24,DHL,Shipped
5932,5932,2024-03-12,FedEx,Returned
5933,5933,2022-07-31,USPS,Shipped
5934,5934,2022-03-21,Amazon Logistics,Delivered
5935,5935,2024-04-15,USPS,Returned
5936,5936,2024-09-17,USPS,Processing
5937,5937,2023-03-03,FedEx,Returned
5938,5938,2024-05-28,Amazon Logistics,Pending
5939,5939,2022-06-28,Bluedart,Returned
5940,5940,2024-11-10,FedEx,Processing
5941,5941,2021-09-25,USPS,Delivered
5942,5942,2022-02-02,Bluedart,Shipped
5943,5943,2024-06-20,FedEx,Pending
5944,5944,2023-01-19,Bluedart,Pending
5945,5945,2021-12-21,DHL,Delivered
5946,5946,2021-01-29,UPS,Pending
5947,5947,2023-10-07,UPS,Processing
5948,5948,2022-05-25,USPS,Out for Delivery
5949,5949,2024-02-09,UPS,Pending
5950,5950,2021-01-10,Amazon Logistics,Pending
5951,5951,2023-03-06,USPS,Processing
5952,5952,2022-07-29,UPS,Pending
5953,5953,2021-08-28,FedEx,Processing
5954,5954,2021-11-10,DHL,Pending
5955,5955,2022-02-27,Amazon Logistics,Pending
5956,5956,2022-12-21,UPS,Out for Delivery
5957,5957,2024-09-07,DHL,Pending
5958,5958,2023-08-17,FedEx,Pending
5959,5959,2023-03-27,DHL,Delivered
5960,5960,2023-03-08,Amazon Logistics,Pending
5961,5961,2023-07-09,Bluedart,Delivered
5962,5962,2022-01-17,UPS,Out for Delivery
5963,5963,2023-07-18,DHL,Pending
5964,5964,2022-11-23,DHL,Pending
5965,5965,2023-01-09,Bluedart,Delivered
5966,5966,2024-08-24,Bluedart,Processing
5967,5967,2022-05-04,UPS,Returned
5968,5968,2023-07-16,Bluedart,Shipped
5969,5969,2024-04-26,UPS,Pending
5970,5970,2024-02-13,UPS,Processing
5971,5971,2021-05-13,Amazon Logistics,Shipped
5972,5972,2021-10-31,DHL,Processing
5973,5973,2023-09-15,Bluedart,Pending
5974,5974,2022-04-14,FedEx,Pending
5975,5975,2022-10-10,UPS,Delivered
5976,5976,2021-08-20,UPS,Out for Delivery
5977,5977,2022-08-01,DHL,Shipped
5978,5978,2022-08-06,USPS,Out for Delivery
5979,5979,2024-06-13,USPS,Shipped
5980,5980,2021-04-14,UPS,Returned
5981,5981,2022-10-22,USPS,Processing
5982,5982,2024-09-04,Amazon Logistics,Shipped
5983,5983,2024-02-16,DHL,Delivered
5984,5984,2023-12-12,DHL,Shipped
5985,5985,2024-12-30,Amazon Logistics,Pending
5986,5986,2024-05-06,FedEx,Processing
5987,5987,2023-07-09,Amazon Logistics,Delivered
5988,5988,2023-01-13,DHL,Returned
5989,5989,2024-12-16,UPS,Out for Delivery
5990,5990,2024-02-16,USPS,Shipped
5991,5991,2021-04-20,UPS,Shipped
5992,5992,2021-02-18,Amazon Logistics,Pending
5993,5993,2024-07-09,Amazon Logistics,Pending
5994,5994,2022-06-26,USPS,Pending
5995,5995,2024-12-29,Amazon Logistics,Shipped
5996,5996,2023-03-21,USPS,Delivered
5997,5997,2021-09-27,Amazon Logistics,Delivered
5998,5998,2021-12-02,Bluedart,Delivered
5999,5999,2021-02-24,Amazon Logistics,Delivered
6000,6000,2023-05-22,USPS,Pending
6001,6001,2022-05-06,UPS,Delivered
6002,6002,2022-09-19,UPS,Shipped
6003,6003,2021-07-04,USPS,Delivered
6004,6004,2023-05-23,DHL,Delivered
6005,6005,2021-11-18,USPS,Pending
6006,6006,2021-10-14,FedEx,Delivered
6007,6007,2024-03-15,UPS,Shipped
6008,6008,2024-06-20,FedEx,Delivered
6009,6009,2023-01-01,USPS,Pending
6010,6010,2022-12-07,UPS,Delivered
6011,6011,2022-05-13,Bluedart,Processing
6012,6012,2024-02-03,FedEx,Shipped
6013,6013,2022-12-30,UPS,Returned
6014,6014,2021-04-20,FedEx,Processing
6015,6015,2021-04-27,FedEx,Out for Delivery
6016,6016,2022-09-13,Bluedart,Pending
6017,6017,2022-05-15,FedEx,Processing
6018,6018,2021-08-01,Bluedart,Returned
6019,6019,2021-03-04,USPS,Shipped
6020,6020,2024-04-18,UPS,Processing
6021,6021,2021-08-10,DHL,Delivered
6022,6022,2024-05-17,UPS,Pending
6023,6023,2022-11-19,Amazon Logistics,Pending
6024,6024,2021-10-02,USPS,Delivered
6025,6025,2023-10-24,USPS,Returned
6026,6026,2021-04-10,FedEx,Delivered
6027,6027,2023-03-22,DHL,Processing
6028,6028,2025-01-05,Bluedart,Returned
6029,6029,2024-01-14,FedEx,Delivered
6030,6030,2023-01-12,Bluedart,Pending
6031,6031,2023-04-17,USPS,Returned
6032,6032,2022-10-20,USPS,Processing
6033,6033,2021-09-14,DHL,Delivered
6034,6034,2021-10-30,USPS,Returned
6035,6035,2022-06-09,USPS,Returned
6036,6036,2021-08-09,UPS,Delivered
6037,6037,2022-03-19,USPS,Pending
6038,6038,2022-06-14,Amazon Logistics,Shipped
6039,6039,2023-07-07,USPS,Shipped
6040,6040,2021-04-08,FedEx,Shipped
6041,6041,2024-10-21,DHL,Processing
6042,6042,2023-07-21,FedEx,Processing
6043,6043,2021-05-06,Bluedart,Out for Delivery
6044,6044,2023-03-05,Bluedart,Delivered
6045,6045,2022-12-20,DHL,Processing
6046,6046,2021-08-19,DHL,Delivered
6047,6047,2022-05-21,DHL,Shipped
6048,6048,2021-09-01,Amazon Logistics,Shipped
6049,6049,2024-06-30,FedEx,Processing
6050,6050,2024-02-19,DHL,Shipped
6051,6051,2023-04-07,DHL,Pending
6052,6052,2022-12-20,Bluedart,Out for Delivery
6053,6053,2023-02-16,DHL,Shipped
6054,6054,2024-01-29,Amazon Logistics,Delivered
6055,6055,2022-05-18,DHL,Shipped
6056,6056,2021-07-12,FedEx,Returned
6057,6057,2022-08-30,Amazon Logistics,Delivered
6058,6058,2023-07-12,FedEx,Delivered
6059,6059,2021-02-23,FedEx,Processing
6060,6060,2022-09-23,Bluedart,Returned
6061,6061,2024-03-27,UPS,Returned
6062,6062,2024-11-23,DHL,Shipped
6063,6063,2023-07-13,DHL,Delivered
6064,6064,2022-08-01,FedEx,Shipped
6065,6065,2023-07-02,FedEx,Pending
6066,6066,2022-10-10,DHL,Delivered
6067,6067,2022-07-24,UPS,Delivered
6068,6068,2024-01-08,UPS,Returned
6069,6069,2024-08-15,DHL,Shipped
6070,6070,2024-08-10,USPS,Pending
6071,6071,2021-12-20,DHL,Processing
6072,6072,2023-02-16,USPS,Out for Delivery
6073,6073,2024-01-04,Bluedart,Out for Delivery
6074,6074,2021-02-07,UPS,Processing
6075,6075,2023-12-01,Amazon Logistics,Delivered
6076,6076,2022-07-28,FedEx,Processing
6077,6077,2024-04-29,DHL,Shipped
6078,6078,2021-02-23,Amazon Logistics,Returned
6079,6079,2022-06-19,Amazon Logistics,Out for Delivery
6080,6080,2024-05-02,FedEx,Pending
6081,6081,2023-12-03,USPS,Returned
6082,6082,2022-10-29,FedEx,Returned
6083,6083,2023-01-23,Bluedart,Processing
6084,6084,2023-06-25,Bluedart,Pending
6085,6085,2021-08-17,DHL,Delivered
6086,6086,2023-01-17,FedEx,Delivered
6087,6087,2024-03-14,DHL,Out for Delivery
6088,6088,2024-11-04,Amazon Logistics,Pending
6089,6089,2023-12-03,Amazon Logistics,Returned
6090,6090,2021-05-16,Bluedart,Delivered
6091,6091,2021-04-30,UPS,Returned
6092,6092,2021-07-18,USPS,Returned
6093,6093,2023-02-28,FedEx,Out for Delivery
6094,6094,2024-01-26,DHL,Delivered
6095,6095,2021-11-17,FedEx,Pending
6096,6096,2024-11-18,USPS,Delivered
6097,6097,2022-02-27,UPS,Shipped
6098,6098,2021-12-01,UPS,Delivered
6099,6099,2023-11-08,Bluedart,Delivered
6100,6100,2021-12-19,DHL,Out for Delivery
6101,6101,2024-05-03,DHL,Shipped
6102,6102,2022-01-06,UPS,Processing
6103,6103,2023-06-22,FedEx,Shipped
6104,6104,2023-12-15,DHL,Processing
6105,6105,2021-02-25,Bluedart,Delivered
6106,6106,2022-06-09,UPS,Shipped
6107,6107,2023-06-05,USPS,Pending
6108,6108,2023-01-27,Amazon Logistics,Pending
6109,6109,2024-05-15,Amazon Logistics,Out for Delivery
6110,6110,2022-03-26,FedEx,Returned
6111,6111,2024-12-11,Amazon Logistics,Processing
6112,6112,2022-02-07,DHL,Out for Delivery
6113,6113,2021-09-18,DHL,Shipped
6114,6114,2023-11-01,UPS,Out for Delivery
6115,6115,2023-11-29,DHL,Delivered
6116,6116,2023-10-12,USPS,Pending
6117,6117,2023-03-18,UPS,Processing
6118,6118,2021-03-29,Bluedart,Returned
6119,6119,2021-01-19,FedEx,Delivered
6120,6120,2023-07-21,Amazon Logistics,Shipped
6121,6121,2024-11-17,UPS,Pending
6122,6122,2021-07-11,FedEx,Shipped
6123,6123,2022-12-19,FedEx,Processing
6124,6124,2022-09-26,Amazon Logistics,Delivered
6125,6125,2023-10-04,USPS,Returned
6126,6126,2022-05-06,Amazon Logistics,Delivered
6127,6127,2022-11-11,USPS,Returned
6128,6128,2024-04-17,USPS,Delivered
6129,6129,2022-02-26,FedEx,Out for Delivery
6130,6130,2024-05-30,Bluedart,Returned
6131,6131,2024-04-17,Amazon Logistics,Returned
6132,6132,2022-06-09,UPS,Returned
6133,6133,2024-08-29,Bluedart,Returned
6134,6134,2023-05-12,FedEx,Delivered
6135,6135,2022-03-08,UPS,Pending
6136,6136,2023-08-17,DHL,Processing
6137,6137,2024-10-09,Bluedart,Delivered
6138,6138,2021-03-13,Amazon Logistics,Shipped
6139,6139,2023-05-01,USPS,Out for Delivery
6140,6140,2022-08-09,FedEx,Shipped
6141,6141,2024-07-27,UPS,Out for Delivery
6142,6142,2024-07-29,FedEx,Shipped
6143,6143,2022-11-12,Amazon Logistics,Out for Delivery
6144,6144,2023-06-06,UPS,Out for Delivery
6145,6145,2024-08-29,DHL,Processing
6146,6146,2022-04-10,FedEx,Returned
6147,6147,2022-09-04,DHL,Pending
6148,6148,2024-12-29,DHL,Processing
6149,6149,2024-06-29,UPS,Pending
6150,6150,2024-02-20,Bluedart,Processing
6151,6151,2021-04-27,Bluedart,Processing
6152,6152,2021-11-16,Bluedart,Processing
6153,6153,2023-04-16,Bluedart,Returned
6154,6154,2022-05-25,Bluedart,Pending
6155,6155,2024-10-15,USPS,Out for Delivery
6156,6156,2021-04-11,Bluedart,Out for Delivery
6157,6157,2023-05-18,UPS,Processing
6158,6158,2023-11-18,USPS,Pending
6159,6159,2022-10-15,Bluedart,Processing
6160,6160,2024-06-24,DHL,Processing
6161,6161,2023-09-10,DHL,Delivered
6162,6162,2021-09-10,USPS,Processing
6163,6163,2022-07-24,USPS,Returned
6164,6164,2023-02-16,Bluedart,Processing
6165,6165,2021-05-21,DHL,Returned
6166,6166,2023-10-24,FedEx,Processing
6167,6167,2023-02-14,Bluedart,Out for Delivery
6168,6168,2021-03-04,UPS,Shipped
6169,6169,2023-01-26,DHL,Processing
6170,6170,2022-12-16,Amazon Logistics,Shipped
6171,6171,2023-11-01,FedEx,Processing
6172,6172,2022-06-13,USPS,Returned
6173,6173,2024-05-25,FedEx,Pending
6174,6174,2024-08-30,USPS,Processing
6175,6175,2024-05-26,UPS,Processing
6176,6176,2024-10-06,Bluedart,Returned
6177,6177,2023-03-12,DHL,Returned
6178,6178,2024-05-02,Bluedart,Delivered
6179,6179,2023-11-10,Bluedart,Delivered
6180,6180,2021-02-19,UPS,Pending
6181,6181,2022-07-21,Amazon Logistics,Shipped
6182,6182,2021-01-29,Amazon Logistics,Shipped
6183,6183,2024-08-31,UPS,Delivered
6184,6184,2023-03-26,DHL,Delivered
6185,6185,2022-02-05,Amazon Logistics,Out for Delivery
6186,6186,2023-12-31,Amazon Logistics,Pending
6187,6187,2022-02-07,DHL,Processing
6188,6188,2023-06-19,Bluedart,Processing
6189,6189,2022-09-29,Amazon Logistics,Processing
6190,6190,2021-08-12,UPS,Out for Delivery
6191,6191,2022-09-28,DHL,Returned
6192,6192,2023-10-15,FedEx,Processing
6193,6193,2021-02-21,USPS,Returned
6194,6194,2024-05-23,UPS,Out for Delivery
6195,6195,2023-05-17,DHL,Pending
6196,6196,2024-05-11,Bluedart,Pending
6197,6197,2022-09-27,Amazon Logistics,Processing
6198,6198,2021-12-20,USPS,Pending
6199,6199,2021-11-01,Amazon Logistics,Processing
6200,6200,2023-12-04,FedEx,Delivered
6201,6201,2024-09-06,USPS,Out for Delivery
6202,6202,2022-09-13,USPS,Processing
6203,6203,2024-05-16,Bluedart,Pending
6204,6204,2022-02-04,FedEx,Shipped
6205,6205,2023-03-30,USPS,Out for Delivery
6206,6206,2021-05-14,FedEx,Processing
6207,6207,2022-12-06,UPS,Out for Delivery
6208,6208,2024-11-29,Bluedart,Delivered
6209,6209,2023-03-17,Amazon Logistics,Returned
6210,6210,2023-08-07,UPS,Shipped
6211,6211,2024-12-16,USPS,Returned
6212,6212,2024-03-24,USPS,Out for Delivery
6213,6213,2021-10-25,Bluedart,Pending
6214,6214,2021-03-30,USPS,Returned
6215,6215,2024-08-26,Amazon Logistics,Out for Delivery
6216,6216,2022-01-03,Amazon Logistics,Pending
6217,6217,2021-08-27,Amazon Logistics,Pending
6218,6218,2021-08-06,USPS,Delivered
6219,6219,2021-05-30,Amazon Logistics,Out for Delivery
6220,6220,2023-07-26,Bluedart,Out for Delivery
6221,6221,2021-09-22,DHL,Processing
6222,6222,2021-05-11,Bluedart,Delivered
6223,6223,2024-04-27,USPS,Out for Delivery
6224,6224,2024-10-17,Amazon Logistics,Processing
6225,6225,2021-04-08,FedEx,Pending
6226,6226,2022-04-19,DHL,Pending
6227,6227,2021-03-03,DHL,Shipped
6228,6228,2023-03-02,FedEx,Processing
6229,6229,2021-10-04,USPS,Shipped
6230,6230,2023-11-05,Bluedart,Processing
6231,6231,2021-02-27,FedEx,Returned
6232,6232,2024-03-16,Amazon Logistics,Pending
6233,6233,2022-03-28,Amazon Logistics,Out for Delivery
6234,6234,2021-03-13,UPS,Processing
6235,6235,2023-08-23,USPS,Returned
6236,6236,2023-05-30,Amazon Logistics,Out for Delivery
6237,6237,2021-02-28,USPS,Delivered
6238,6238,2023-08-24,Bluedart,Out for Delivery
6239,6239,2024-08-02,DHL,Delivered
6240,6240,2021-09-23,USPS,Returned
6241,6241,2021-02-19,Amazon Logistics,Processing
6242,6242,2021-12-19,Amazon Logistics,Delivered
6243,6243,2023-03-19,USPS,Shipped
6244,6244,2021-05-09,Bluedart,Shipped
6245,6245,2023-05-14,FedEx,Returned
6246,6246,2024-01-06,Bluedart,Processing
6247,6247,2023-07-07,USPS,Returned
6248,6248,2022-09-15,Bluedart,Delivered
6249,6249,2024-02-24,USPS,Pending
6250,6250,2024-02-14,Amazon Logistics,Shipped
6251,6251,2022-10-16,Bluedart,Returned
6252,6252,2023-02-25,DHL,Pending
6253,6253,2022-12-28,DHL,Pending
6254,6254,2023-03-20,DHL,Pending
6255,6255,2021-02-07,DHL,Delivered
6256,6256,2023-01-16,DHL,Out for Delivery
6257,6257,2021-05-28,Amazon Logistics,Pending
6258,6258,2021-09-06,DHL,Delivered
6259,6259,2023-10-01,DHL,Pending
6260,6260,2022-04-16,UPS,Returned
6261,6261,2022-06-30,DHL,Shipped
6262,6262,2023-07-05,FedEx,Pending
6263,6263,2023-07-05,Bluedart,Pending
6264,6264,2021-08-21,DHL,Processing
6265,6265,2024-02-12,DHL,Processing
6266,6266,2024-06-26,Amazon Logistics,Pending
6267,6267,2023-11-08,DHL,Processing
6268,6268,2023-07-05,DHL,Shipped
6269,6269,2022-11-04,UPS,Delivered
6270,6270,2024-03-07,Bluedart,Pending
6271,6271,2021-03-11,Amazon Logistics,Processing
6272,6272,2023-02-28,DHL,Out for Delivery
6273,6273,2024-06-17,Bluedart,Returned
6274,6274,2021-04-16,USPS,Processing
6275,6275,2024-06-17,Bluedart,Shipped
6276,6276,2023-06-05,Bluedart,Pending
6277,6277,2023-07-29,Bluedart,Processing
6278,6278,2022-02-12,Amazon Logistics,Out for Delivery
6279,6279,2022-09-27,Bluedart,Processing
6280,6280,2021-02-11,FedEx,Returned
6281,6281,2024-04-08,DHL,Shipped
6282,6282,2022-06-27,FedEx,Returned
6283,6283,2021-10-24,UPS,Shipped
6284,6284,2024-04-07,Amazon Logistics,Processing
6285,6285,2022-12-12,FedEx,Returned
6286,6286,2021-08-24,Bluedart,Shipped
6287,6287,2022-09-03,Amazon Logistics,Out for Delivery
6288,6288,2023-08-24,USPS,Out for Delivery
6289,6289,2023-06-02,Amazon Logistics,Delivered
6290,6290,2024-04-24,FedEx,Pending
6291,6291,2023-05-16,Amazon Logistics,Out for Delivery
6292,6292,2022-12-26,Amazon Logistics,Processing
6293,6293,2021-08-27,FedEx,Pending
6294,6294,2021-01-30,Amazon Logistics,Processing
6295,6295,2023-09-09,DHL,Processing
6296,6296,2021-04-03,DHL,Out for Delivery
6297,6297,2024-02-10,Bluedart,Delivered
6298,6298,2023-01-09,Bluedart,Returned
6299,6299,2021-11-29,Amazon Logistics,Processing
6300,6300,2023-01-24,Amazon Logistics,Processing
6301,6301,2023-03-23,Bluedart,Delivered
6302,6302,2022-11-20,Bluedart,Pending
6303,6303,2021-02-03,USPS,Pending
6304,6304,2024-08-29,USPS,Shipped
6305,6305,2023-08-31,Bluedart,Pending
6306,6306,2024-12-29,DHL,Pending
6307,6307,2023-11-08,UPS,Processing
6308,6308,2023-03-15,FedEx,Delivered
6309,6309,2022-01-02,FedEx,Pending
6310,6310,2023-02-19,FedEx,Returned
6311,6311,2023-01-20,FedEx,Processing
6312,6312,2022-04-17,USPS,Shipped
6313,6313,2021-10-29,UPS,Shipped
6314,6314,2021-03-16,Amazon Logistics,Processing
6315,6315,2023-06-13,UPS,Pending
6316,6316,2023-08-14,Amazon Logistics,Shipped
6317,6317,2023-11-14,USPS,Pending
6318,6318,2021-02-22,Bluedart,Pending
6319,6319,2022-08-08,USPS,Returned
6320,6320,2023-09-11,UPS,Returned
6321,6321,2023-01-09,DHL,Processing
6322,6322,2021-12-29,DHL,Out for Delivery
6323,6323,2022-03-30,USPS,Processing
6324,6324,2023-05-05,Bluedart,Shipped
6325,6325,2024-02-16,USPS,Delivered
6326,6326,2024-11-11,UPS,Pending
6327,6327,2024-08-13,Amazon Logistics,Returned
6328,6328,2021-09-28,UPS,Shipped
6329,6329,2023-05-11,Bluedart,Processing
6330,6330,2024-10-05,FedEx,Processing
6331,6331,2023-09-04,DHL,Processing
6332,6332,2022-01-27,DHL,Pending
6333,6333,2022-07-04,Bluedart,Delivered
6334,6334,2023-07-25,Amazon Logistics,Out for Delivery
6335,6335,2021-04-24,Amazon Logistics,Shipped
6336,6336,2022-07-03,DHL,Delivered
6337,6337,2023-06-01,DHL,Delivered
6338,6338,2024-10-06,FedEx,Processing
6339,6339,2022-08-30,UPS,Returned
6340,6340,2022-04-19,Bluedart,Shipped
6341,6341,2024-02-04,FedEx,Returned
6342,6342,2021-08-24,USPS,Shipped
6343,6343,2024-08-18,USPS,Shipped
6344,6344,2024-07-26,Bluedart,Shipped
6345,6345,2024-04-18,Amazon Logistics,Out for Delivery
6346,6346,2023-12-15,Bluedart,Processing
6347,6347,2024-01-11,DHL,Pending
6348,6348,2022-07-04,USPS,Out for Delivery
6349,6349,2023-09-14,Bluedart,Out for Delivery
6350,6350,2024-03-31,Amazon Logistics,Delivered
6351,6351,2023-11-09,USPS,Out for Delivery
6352,6352,2023-08-30,Bluedart,Processing
6353,6353,2021-07-13,DHL,Shipped
6354,6354,2022-01-16,USPS,Shipped
6355,6355,2023-06-09,Amazon Logistics,Returned
6356,6356,2023-04-12,Amazon Logistics,Shipped
6357,6357,2023-01-26,FedEx,Delivered
6358,6358,2024-02-17,USPS,Shipped
6359,6359,2022-08-31,FedEx,Delivered
6360,6360,2021-08-29,Bluedart,Out for Delivery
6361,6361,2023-06-24,UPS,Pending
6362,6362,2023-08-31,Amazon Logistics,Shipped
6363,6363,2021-04-13,Amazon Logistics,Returned
6364,6364,2021-07-16,USPS,Out for Delivery
6365,6365,2024-03-27,USPS,Pending
6366,6366,2023-02-21,FedEx,Shipped
6367,6367,2021-09-19,UPS,Delivered
6368,6368,2023-04-29,UPS,Processing
6369,6369,2023-08-21,USPS,Pending
6370,6370,2021-05-15,Bluedart,Pending
6371,6371,2023-08-17,UPS,Pending
6372,6372,2021-12-15,UPS,Out for Delivery
6373,6373,2024-05-24,Amazon Logistics,Returned
6374,6374,2023-02-02,Bluedart,Shipped
6375,6375,2023-11-21,FedEx,Processing
6376,6376,2023-06-10,Amazon Logistics,Out for Delivery
6377,6377,2024-10-21,FedEx,Delivered
6378,6378,2021-12-21,UPS,Delivered
6379,6379,2022-09-08,USPS,Shipped
6380,6380,2022-08-30,USPS,Out for Delivery
6381,6381,2021-12-28,UPS,Returned
6382,6382,2022-09-05,USPS,Shipped
6383,6383,2021-05-19,FedEx,Delivered
6384,6384,2021-08-20,UPS,Pending
6385,6385,2022-05-05,FedEx,Pending
6386,6386,2022-08-22,Amazon Logistics,Out for Delivery
6387,6387,2023-10-17,Bluedart,Pending
6388,6388,2021-08-14,UPS,Shipped
6389,6389,2021-02-28,USPS,Processing
6390,6390,2023-07-26,FedEx,Processing
6391,6391,2021-06-05,Bluedart,Pending
6392,6392,2021-04-11,Bluedart,Shipped
6393,6393,2021-06-02,Amazon Logistics,Pending
6394,6394,2024-07-01,UPS,Pending
6395,6395,2022-06-21,UPS,Pending
6396,6396,2023-10-28,FedEx,Shipped
6397,6397,2022-01-08,DHL,Out for Delivery
6398,6398,2023-02-03,DHL,Delivered
6399,6399,2022-05-09,FedEx,Out for Delivery
6400,6400,2022-11-10,USPS,Shipped
6401,6401,2021-12-01,FedEx,Delivered
6402,6402,2021-03-11,Amazon Logistics,Delivered
6403,6403,2023-11-03,Amazon Logistics,Returned
6404,6404,2023-01-14,Bluedart,Pending
6405,6405,2023-09-16,UPS,Returned
6406,6406,2024-05-20,USPS,Delivered
6407,6407,2023-03-14,Bluedart,Out for Delivery
6408,6408,2022-07-07,USPS,Returned
6409,6409,2021-04-24,Bluedart,Returned
6410,6410,2021-09-15,Bluedart,Returned
6411,6411,2024-05-30,Bluedart,Returned
6412,6412,2023-04-29,Amazon Logistics,Pending
6413,6413,2023-01-29,UPS,Shipped
6414,6414,2023-07-18,USPS,Returned
6415,6415,2022-10-02,USPS,Out for Delivery
6416,6416,2024-02-17,FedEx,Delivered
6417,6417,2024-01-26,USPS,Processing
6418,6418,2022-12-30,Bluedart,Delivered
6419,6419,2022-08-13,USPS,Processing
6420,6420,2021-10-20,Amazon Logistics,Pending
